"","zip","scrapedate","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Energimrke","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Tidligere_salgspris","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Boligydelse","Forbrugsafh__forhold","Teknisk_pris"
"966","9293 Kongerslev","2022-08-12","129 m²",NA,"850 m²","5/4","2","1934","D","1.326 kr.","3.837 kr.","291 dage",NA,"25.000 kr.","2.743 kr.","2.206 kr.","2000",NA,NA,NA,NA
"967","4220 Korsør","2022-08-12","101 m²","153 m²","827 m²","3/3","2","1966","C","2.473 kr.","10.425 kr.","146 dage",NA,"80.000 kr.","8.497 kr.","6.855 kr.",NA,"101 m²",NA,NA,NA
"968","4220 Korsør","2022-08-12","174 m²","177 m²","1.230 m²","4/2","2","1915","E","2.525 kr.","7.316 kr.","346 dage",NA,"65.000 kr.","7.485 kr.","5.928 kr.","1983",NA,NA,NA,NA
"969","4220 Korsør","2022-08-12","118 m²","144 m²","256 m²","6/4","3","1952","D","1.903 kr.","6.215 kr.","125 dage",NA,"45.000 kr.","4.794 kr.","3.867 kr.",NA,"72 m²",NA,NA,NA
"970","4220 Korsør","2022-08-12","132 m²","134 m²","801 m²","6/4","1","1978","D",NA,NA,NA,NA,"65.000 kr.","6.886 kr.","5.550 kr.",NA,NA,NA,NA,NA
"971","4220 Korsør","2022-08-12","112 m²","108 m²","107 m²","4/2","2","1907","E","1.234 kr.","11.065 kr.","379 dage",NA,"60.000 kr.","6.384 kr.","5.150 kr.",NA,NA,NA,NA,NA
"972","4220 Korsør","2022-08-12","84 m²","100 m²","698 m²","5/4","1","1900","C","1.722 kr.","4.950 kr.","317 dage",NA,"25.000 kr.","2.915 kr.","2.308 kr.",NA,NA,NA,NA,NA
"973","4220 Korsør","2022-08-12","96 m²","103 m²","487 m²","4/2","2","1894","E","1.554 kr.","4.806 kr.","350 dage",NA,"25.000 kr.","2.915 kr.","2.308 kr.",NA,NA,NA,NA,NA
"974","4220 Korsør","2022-08-12","222 m²",NA,"431 m²","7/4","3","1906","D","2.159 kr.","7.185 kr.","213 dage",NA,"80.000 kr.","8.425 kr.","6.791 kr.",NA,"111 m²",NA,NA,NA
"975","4220 Korsør","2022-08-12","72 m²","121 m²","715 m²","3/1","2","1947","E","1.843 kr.","8.058 kr.","105 dage",NA,"50.000 kr.","5.348 kr.","4.314 kr.",NA,"72 m²",NA,NA,NA
"976","4220 Korsør","2022-08-12","135 m²","161 m²","475 m²","4/3","3","1946","D","2.005 kr.","9.627 kr.","421 dage","Vis historik","80.000 kr.","7.533 kr.","6.207 kr.",NA,"65 m²",NA,NA,NA
"977","4220 Korsør","2022-08-12","197 m²","215 m²","936 m²","6/5","1","1981","C","2.779 kr.","15.302 kr.","771 dage","Vis historik","165.000 kr.","17.379 kr.","14.010 kr.","2001",NA,NA,NA,NA
"978","6340 Kruså","2022-08-12","226 m²","224 m²","885 m²","5/3","2","1972","D","2.090 kr.","8.460 kr.","206 dage","Vis historik","95.000 kr.","9.434 kr.","7.751 kr.","1987",NA,NA,NA,NA
"979","6340 Kruså","2022-08-12","156 m²","162 m²","734 m²","3/2","2","1727","D","1.420 kr.","6.142 kr.","113 dage",NA,"50.000 kr.","5.296 kr.","4.249 kr.",NA,NA,NA,NA,NA
"980","6340 Kruså","2022-08-12","163 m²","168 m²","953 m²","4/3","1","2007","B","2.210 kr.","16.637 kr.","444 dage","Vis historik","140.000 kr.","12.604 kr.","10.639 kr.",NA,NA,NA,NA,NA
"981","6340 Kruså","2022-08-12","86 m²","93 m²","1.074 m²","3/2","2","1961","G","1.024 kr.","6.398 kr.","167 dage",NA,"30.000 kr.","3.201 kr.","2.568 kr.",NA,"10 m²",NA,NA,NA
"982","8870 Langå","2022-08-12","83 m²","94 m²","256 m²","3/3","2","1877","F","1.088 kr.","8.489 kr.","93 dage",NA,"40.000 kr.","4.285 kr.","3.436 kr.","1990",NA,NA,NA,NA
"983","8870 Langå","2022-08-12","93 m²","91 m²","290 m²","4/3","2","1902","G","1.322 kr.","7.637 kr.","156 dage",NA,"35.000 kr.","4.076 kr.","3.208 kr.",NA,"5 m²",NA,NA,NA
"984","5550 Langeskov","2022-08-12","250 m²","260 m²","1.379 m²","5/5","2","1908","F","2.589 kr.","6.923 kr.","679 dage","Vis historik","90.000 kr.","8.412 kr.","6.971 kr.","1976",NA,NA,NA,NA
"985","5550 Langeskov","2022-08-12","107 m²",NA,"252 m²","4/2","2","1927","F","1.260 kr.","8.364 kr.","521 dage",NA,"45.000 kr.","4.782 kr.","3.818 kr.","1969",NA,NA,NA,NA
"986","5550 Langeskov","2022-08-12","108 m²","106 m²","406 m²","3/3","2","1988","B","1.644 kr.","12.217 kr.","511 dage",NA,"65.000 kr.","6.470 kr.","5.292 kr.",NA,NA,NA,NA,NA
"987","5550 Langeskov","2022-08-12","150 m²","155 m²","1.000 m²","4/3","2","1972","D","2.620 kr.","9.581 kr.","400 dage",NA,"75.000 kr.","7.892 kr.","6.301 kr.",NA,"6 m²",NA,NA,NA
"988","5550 Langeskov","2022-08-12","78 m²","102 m²","1.000 m²","2/2","3","1900","F","1.965 kr.","9.794 kr.","153 dage","Vis historik","50.000 kr.","5.829 kr.","4.569 kr.","1984","53 m²",NA,NA,NA
"989","4320 Lejre","2022-08-12","139 m²","146 m²","956 m²","5/2","2","1972","C","4.127 kr.","23.938 kr.","126 dage",NA,"175.000 kr.","18.586 kr.","14.954 kr.",NA,NA,NA,NA,NA
"990","4320 Lejre","2022-08-12","287 m²","298 m²","3.324 m²","8/6","2","1910","D","4.132 kr.","17.768 kr.","184 dage","Vis historik","265.000 kr.","28.121 kr.","22.626 kr.","1992",NA,NA,NA,NA
"991","4320 Lejre","2022-08-12","176 m²","177 m²","2.292 m²","8/5","1","1900","C","4.803 kr.","25.960 kr.","95 dage",NA,"230.000 kr.","24.344 kr.","19.586 kr.","1991",NA,NA,NA,NA
"992","6940 Lem St","2022-08-12","139 m²","146 m²","788 m²","5/3","1","1977","C","1.631 kr.","6.815 kr.","648 dage",NA,"50.000 kr.","4.472 kr.","3.784 kr.","1999",NA,NA,NA,NA
"993","6940 Lem St","2022-08-12","94 m²","102 m²","703 m²","4/3","1","1963","D","1.297 kr.","6.029 kr.","297 dage",NA,"35.000 kr.","3.284 kr.","2.647 kr.",NA,NA,NA,NA,NA
"994","6940 Lem St","2022-08-12","242 m²","354 m²","12.688 m²","4/3","1","1952","C","2.888 kr.","4.647 kr.","1.268 dage",NA,"85.000 kr.","8.771 kr.","7.077 kr.",NA,"9 m²",NA,NA,NA
"995","6940 Lem St","2022-08-12","198 m²","238 m²","1.143 m²","6/3","2","1939","C","2.039 kr.","5.861 kr.","504 dage",NA,"70.000 kr.","7.476 kr.","6.031 kr.","1960","70 m²",NA,NA,NA
"996","6940 Lem St","2022-08-12","170 m²","213 m²","3.408 m²","7/5","2","1920","C","1.454 kr.","4.437 kr.","765 dage",NA,"50.000 kr.","5.044 kr.","4.066 kr.","1976",NA,NA,NA,NA
"997","6940 Lem St","2022-08-12","266 m²","334 m²","1.119 m²","12/9","2","1952","D","1.289 kr.","2.979 kr.","5.226 dage",NA,"50.000 kr.","4.472 kr.","3.784 kr.","1999","166 m²",NA,NA,NA
"998","6940 Lem St","2022-08-12","93 m²","104 m²","428 m²","3/2","2","1957","D","1.123 kr.","4.471 kr.","198 dage","Vis historik","25.000 kr.","2.518 kr.","2.029 kr.",NA,"21 m²",NA,NA,NA
"999","7620 Lemvig","2022-08-12","138 m²","143 m²","209 m²","4/3","2","1920","F","902 kr.","1.818 kr.","413 dage","Vis historik","25.000 kr.","1.374 kr.","1.103 kr.",NA,NA,NA,NA,NA
"1000","7620 Lemvig","2022-08-12","103 m²","108 m²","331 m²","4/3","2","1902","G","967 kr.","2.778 kr.","93 dage","Vis historik","25.000 kr.","1.662 kr.","1.334 kr.",NA,NA,NA,NA,NA
"1001","7620 Lemvig","2022-08-12","122 m²","152 m²","980 m²","3/2","2","1880","F","854 kr.","1.809 kr.","1.022 dage",NA,"25.000 kr.","1.222 kr.","1.031 kr.","1972",NA,NA,NA,NA
"1002","7620 Lemvig","2022-08-12","167 m²","181 m²","1.700 m²","4/3","1","1974","E","1.375 kr.","3.315 kr.","93 dage","Vis historik","30.000 kr.","3.219 kr.","2.580 kr.","1987",NA,NA,NA,NA
"1003","7620 Lemvig","2022-08-12","255 m²","249 m²","2.914 m²","7/5","2","1905","E","1.412 kr.","2.791 kr.","151 dage",NA,"35.000 kr.","3.497 kr.","2.869 kr.","1979",NA,NA,NA,NA
"1004","7620 Lemvig","2022-08-12","204 m²","254 m²","1.376 m²","6/5","2","1927","D","1.201 kr.","1.378 kr.","164 dage","Vis historik","25.000 kr.","1.649 kr.","1.370 kr.",NA,NA,NA,NA,NA
"1005","7620 Lemvig","2022-08-12","123 m²","156 m²","762 m²","6/4","3","1931","D","1.212 kr.","3.173 kr.","339 dage","Vis historik","25.000 kr.","2.792 kr.","2.240 kr.",NA,"91 m²",NA,NA,NA
"1006","7620 Lemvig","2022-08-12","100 m²","110 m²","1.135 m²","4/4","3","1941","G","962 kr.","6.318 kr.","738 dage",NA,"35.000 kr.","3.423 kr.","2.806 kr.",NA,"24 m²",NA,NA,NA
"1007","7620 Lemvig","2022-08-12","161 m²","167 m²","690 m²","6/3","2","1900","D","1.167 kr.","2.988 kr.","1.516 dage",NA,"25.000 kr.","2.279 kr.","1.919 kr.","1998",NA,NA,NA,NA
"1008","7620 Lemvig","2022-08-12","164 m²","171 m²","1.092 m²","4/2","2","1908","C","1.439 kr.","4.357 kr.","135 dage","Vis historik","40.000 kr.","3.665 kr.","3.007 kr.","1997",NA,NA,NA,NA
"1009","7620 Lemvig","2022-08-12","220 m²","286 m²","1.688 m²","7/7","2","1850","F","1.420 kr.","2.885 kr.","881 dage","Vis historik","45.000 kr.","3.699 kr.","3.118 kr.","1976",NA,NA,NA,NA
"1010","7620 Lemvig","2022-08-12","168 m²","182 m²","1.073 m²","6/3","2","1906","E","1.094 kr.","1.896 kr.","343 dage",NA,"25.000 kr.","1.849 kr.","1.482 kr.",NA,NA,NA,NA,NA
"1011","7620 Lemvig","2022-08-12","160 m²","161 m²","645 m²","5/3","3","1925","B","1.132 kr.","5.248 kr.","1.232 dage",NA,"45.000 kr.","4.203 kr.","3.450 kr.","2016",NA,NA,NA,NA
"1012","7620 Lemvig","2022-08-12","128 m²","133 m²","977 m²","10/2","1","1906","F","957 kr.","3.947 kr.","2.528 dage",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","7620 Lemvig","2022-08-12","130 m²","165 m²","781 m²","5/5","3","1940","E","1.340 kr.","4.233 kr.","156 dage","Vis historik","35.000 kr.","3.341 kr.","2.777 kr.","1973","80 m²",NA,NA,NA
"1014","7620 Lemvig","2022-08-12","209 m²",NA,"702 m²","7/4","2","1910","C",NA,NA,NA,NA,"25.000 kr.","1.738 kr.","1.395 kr.","1990",NA,NA,NA,NA
"1015","7620 Lemvig","2022-08-12","95 m²","96 m²","434 m²","4/2","3","1935","F","1.100 kr.","4.531 kr.","461 dage","Vis historik","25.000 kr.","1.977 kr.","1.665 kr.",NA,"6 m²",NA,NA,NA
"1016","7620 Lemvig","2022-08-12","86 m²","100 m²","600 m²","3/2","2","1897","D","769 kr.","2.350 kr.","1.255 dage","Vis historik","25.000 kr.","1.232 kr.","989 kr.",NA,NA,NA,NA,NA
"1017","7620 Lemvig","2022-08-12","160 m²",NA,"726 m²","5/3","2","1900","E","1.011 kr.","2.469 kr.","520 dage",NA,"25.000 kr.","1.787 kr.","1.506 kr.",NA,NA,NA,NA,NA
"1018","4623 Lille Skensved","2022-08-12","168 m²","162 m²","720 m²","6/4","1","1973","C","2.738 kr.","22.809 kr.","156 dage",NA,"185.000 kr.","19.504 kr.","15.777 kr.",NA,NA,NA,NA,NA
"1019","4623 Lille Skensved","2022-08-12","148 m²","163 m²","1.600 m²","5/4","1","1994","C","3.534 kr.","24.509 kr.","205 dage",NA,"200.000 kr.","21.047 kr.","17.013 kr.",NA,NA,NA,NA,NA
"1020","4623 Lille Skensved","2022-08-12","155 m²","159 m²","1.052 m²","5/4","1","1996","C","3.666 kr.","24.497 kr.","140 dage",NA,"195.000 kr.","20.556 kr.","16.628 kr.",NA,NA,NA,NA,NA
"1021","4623 Lille Skensved","2022-08-12","231 m²","246 m²","2.636 m²","8/5","1","1805","D","4.375 kr.","20.305 kr.","402 dage",NA,"250.000 kr.","26.424 kr.","21.375 kr.","2017",NA,NA,NA,NA
"1022","4623 Lille Skensved","2022-08-12","161 m²","167 m²","734 m²","4/3","1","2002","C","3.314 kr.","23.922 kr.","129 dage",NA,"200.000 kr.","21.082 kr.","17.054 kr.",NA,NA,NA,NA,NA
"1023","4623 Lille Skensved","2022-08-12","178 m²","221 m²","756 m²","6/5","3","1976","C","3.250 kr.","18.077 kr.","105 dage",NA,"200.000 kr.","21.082 kr.","17.054 kr.",NA,"149 m²",NA,NA,NA
"1024","4623 Lille Skensved","2022-08-12","190 m²","193 m²","788 m²","6/4","1","1979","C","2.850 kr.","20.699 kr.","94 dage",NA,"200.000 kr.","21.082 kr.","17.054 kr.",NA,NA,NA,NA,NA
"1025","9670 Løgstør","2022-08-12","140 m²","173 m²","792 m²","4/3","3","1950","D","1.504 kr.","3.757 kr.","172 dage",NA,"35.000 kr.","3.476 kr.","2.767 kr.","1982","80 m²",NA,NA,NA
"1026","9670 Løgstør","2022-08-12","75 m²","78 m²","251 m²","3/2","2","1882","G","1.021 kr.","4.103 kr.","429 dage",NA,"25.000 kr.","1.702 kr.","1.355 kr.","1961",NA,NA,NA,NA
"1027","9670 Løgstør","2022-08-12","144 m²","155 m²","1.152 m²","5/4","1","1970","F","1.056 kr.","3.194 kr.","2.969 dage",NA,"25.000 kr.","2.674 kr.","2.128 kr.","1980",NA,NA,NA,NA
"1028","9670 Løgstør","2022-08-12","155 m²","158 m²","1.355 m²","5/3","2","1925","F","1.088 kr.","3.133 kr.","401 dage","Vis historik","25.000 kr.","2.674 kr.","2.128 kr.",NA,NA,NA,NA,NA
"1029","9670 Løgstør","2022-08-12","82 m²","121 m²","1.043 m²","6/4","2","1959","F","952 kr.","4.917 kr.","2.992 dage",NA,"30.000 kr.","3.201 kr.","2.547 kr.",NA,"82 m²",NA,NA,NA
"1030","9670 Løgstør","2022-08-12","152 m²","155 m²","537 m²","5/3","2","1929","D","1.322 kr.","4.484 kr.","276 dage",NA,"35.000 kr.","3.726 kr.","2.965 kr.","1978",NA,NA,NA,NA
"1031","9670 Løgstør","2022-08-12","116 m²","154 m²","746 m²","6/4","1","1955","E","1.665 kr.","5.455 kr.","2.984 dage",NA,"45.000 kr.","4.472 kr.","3.560 kr.","1981","86 m²",NA,NA,NA
"1032","8831 Løgstrup","2022-08-12","96 m²","109 m²","705 m²","3/2","2","1956","D","1.431 kr.","5.917 kr.","147 dage",NA,"35.000 kr.","3.467 kr.","2.786 kr.",NA,NA,NA,NA,NA
"1033","6240 Løgumkloster","2022-08-12","136 m²","142 m²","634 m²","5/3","3","1934","F","1.621 kr.","4.190 kr.","217 dage",NA,"30.000 kr.","3.195 kr.","2.565 kr.",NA,"7 m²",NA,NA,NA
"1034","6240 Løgumkloster","2022-08-12","167 m²","193 m²","1.066 m²","5/4","1","2010","A2020","1.987 kr.","15.518 kr.","105 dage","Vis historik","150.000 kr.","14.769 kr.","12.143 kr.",NA,NA,NA,NA,NA
"1035","6240 Løgumkloster","2022-08-12","184 m²","197 m²","821 m²","6/4","2","1968","C","1.702 kr.","6.066 kr.","360 dage",NA,"60.000 kr.","5.588 kr.","4.651 kr.",NA,NA,NA,NA,NA
"1036","6240 Løgumkloster","2022-08-12","179 m²","226 m²","9.261 m²","5/4","1","1802","D","894 kr.","3.319 kr.","506 dage",NA,"40.000 kr.","3.668 kr.","3.011 kr.",NA,NA,NA,NA,NA
"1037","4750 Lundby","2022-08-12","157 m²","155 m²","5.883 m²","6/5","2","1930","D","3.035 kr.","14.806 kr.","378 dage",NA,"115.000 kr.","12.146 kr.","9.777 kr.",NA,NA,NA,NA,NA
"1038","4750 Lundby","2022-08-12","137 m²","163 m²","2.161 m²","4/2","2","1877","G","2.251 kr.","4.571 kr.","220 dage",NA,"40.000 kr.","3.983 kr.","3.205 kr.",NA,NA,NA,NA,NA
"1039","6640 Lunderskov","2022-08-12","70 m²","72 m²","235 m²","2/1","1","1980","C",NA,NA,NA,"Vis historik","50.000 kr.","4.924 kr.","3.959 kr.",NA,NA,NA,NA,NA
"1040","6640 Lunderskov","2022-08-12","152 m²","158 m²","1.000 m²","5/4","1","1975","C","1.652 kr.","9.462 kr.","413 dage",NA,"75.000 kr.","7.931 kr.","6.377 kr.",NA,NA,NA,NA,NA
"1041","6640 Lunderskov","2022-08-12","102 m²","110 m²","1.000 m²","3/2","1","1967","E","1.766 kr.","7.227 kr.","337 dage",NA,"40.000 kr.","4.255 kr.","3.418 kr.",NA,NA,NA,NA,NA
"1042","6640 Lunderskov","2022-08-12","120 m²","128 m²","885 m²","4/3","1","1973","E","1.913 kr.","10.117 kr.","120 dage",NA,"65.000 kr.","6.882 kr.","5.529 kr.",NA,NA,NA,NA,NA
"1043","6640 Lunderskov","2022-08-12","204 m²","210 m²","1.000 m²","6/4","2","1964","C","1.820 kr.","12.357 kr.","155 dage","Vis historik","130.000 kr.","13.714 kr.","11.027 kr.","2009",NA,NA,NA,NA
"1044","6640 Lunderskov","2022-08-12","157 m²","207 m²","15.288 m²","3/2","1","1920","D","2.136 kr.","7.222 kr.","84 dage","Vis historik","75.000 kr.","8.630 kr.","6.810 kr.","2006",NA,NA,NA,NA
"1045","5601 Lyø","2022-08-12","207 m²","210 m²","103.148 m²","11/8",NA,"1827","F","2.359 kr.","13.786 kr.","638 dage",NA,"145.000 kr.","15.356 kr.","12.255 kr.","1973",NA,NA,NA,NA
"1046","9550 Mariager","2022-08-12","116 m²","125 m²","795 m²","5/4","1","1967","C","1.417 kr.","5.992 kr.","142 dage",NA,"40.000 kr.","4.009 kr.","3.202 kr.",NA,NA,NA,NA,NA
"1047","4930 Maribo","2022-08-12","204 m²","380 m²","19.106 m²","5/3","2","1900","A2020","2.157 kr.","5.787 kr.","287 dage",NA,"110.000 kr.","11.669 kr.","9.286 kr.","2002",NA,NA,NA,NA
"1048","4930 Maribo","2022-08-12","155 m²","148 m²","1.363 m²","4/3","1","1958","C","2.215 kr.","13.480 kr.","1.177 dage",NA,"100.000 kr.","10.583 kr.","8.422 kr.",NA,NA,NA,NA,NA
"1049","4930 Maribo","2022-08-12","70 m²","84 m²","259 m²","2/1","1","1867","F","1.149 kr.","7.131 kr.","212 dage",NA,"30.000 kr.","2.848 kr.","2.350 kr.",NA,NA,NA,NA,NA
"1050","4930 Maribo","2022-08-12","126 m²","150 m²","1.127 m²","4/4","1","1969","G","1.370 kr.","2.660 kr.","245 dage",NA,"25.000 kr.","2.132 kr.","1.695 kr.",NA,NA,NA,NA,NA
"1051","4930 Maribo","2022-08-12","171 m²",NA,"685 m²","5/4","2","1910","B","929 kr.","9.351 kr.","108 dage","Vis historik","80.000 kr.","8.915 kr.","7.096 kr.",NA,NA,NA,NA,NA
"1052","4930 Maribo","2022-08-12","80 m²","92 m²","465 m²","3/3","2","1941","F","1.159 kr.","4.076 kr.","281 dage",NA,"25.000 kr.","2.090 kr.","1.664 kr.",NA,NA,NA,NA,NA
"1053","4930 Maribo","2022-08-12","139 m²","149 m²","780 m²","4/3","2","1937","G","1.067 kr.","4.020 kr.","157 dage",NA,"30.000 kr.","3.218 kr.","2.558 kr.",NA,"4 m²",NA,NA,NA
"1054","4930 Maribo","2022-08-12","79 m²","85 m²","336 m²","4/2","2","1900","G","1.663 kr.","7.824 kr.","114 dage",NA,"35.000 kr.","3.545 kr.","2.818 kr.",NA,NA,NA,NA,NA
"1055","4930 Maribo","2022-08-12","110 m²","116 m²","1.522 m²","4/2","1","1900",NA,"1.445 kr.","3.957 kr.","287 dage",NA,"25.000 kr.","2.342 kr.","1.907 kr.",NA,NA,NA,NA,NA
"1056","4930 Maribo","2022-08-12","128 m²","130 m²","187 m²","3/2","1","1779","E","1.226 kr.","8.454 kr.","282 dage",NA,"55.000 kr.","5.875 kr.","4.675 kr.","1936",NA,NA,NA,NA
"1057","4930 Maribo","2022-08-12","130 m²",NA,"516 m²","4/3","2","1900",NA,"1.938 kr.","9.192 kr.","104 dage",NA,"60.000 kr.","6.379 kr.","5.072 kr.","1955",NA,NA,NA,NA
"1058","5960 Marstal","2022-08-12","158 m²","157 m²","275 m²","7/7","3","1800","C","1.405 kr.","9.522 kr.","386 dage","Vis historik","75.000 kr.","6.716 kr.","5.641 kr.",NA,"8 m²",NA,NA,NA
"1059","5960 Marstal","2022-08-12","125 m²","133 m²","228 m²","4/3","3","1850","D","1.527 kr.","5.075 kr.","177 dage",NA,"35.000 kr.","3.628 kr.","2.894 kr.",NA,"30 m²",NA,NA,NA
"1060","5960 Marstal","2022-08-12","198 m²","210 m²","615 m²","6/6","3","1850","C","1.613 kr.","8.571 kr.","281 dage","Vis historik","90.000 kr.","8.072 kr.","6.781 kr.",NA,"12 m²",NA,NA,NA
"1061","5960 Marstal","2022-08-12","141 m²","144 m²","222 m²","5/5","3","1900","C","1.585 kr.","6.910 kr.","182 dage",NA,"50.000 kr.","5.324 kr.","4.250 kr.","1971","3 m²",NA,NA,NA
"1062","5960 Marstal","2022-08-12","296 m²","295 m²","910 m²","7/5","2","1980","C","2.144 kr.","10.831 kr.","284 dage","Vis historik","160.000 kr.","16.807 kr.","13.410 kr.","2003",NA,NA,NA,NA
"1063","4735 Mern","2022-08-12","185 m²",NA,"1.141 m²","8/5","3","1938","E","2.135 kr.","7.000 kr.","303 dage",NA,"65.000 kr.","6.896 kr.","5.550 kr.",NA,"55 m²",NA,NA,NA
"1064","5500 Middelfart","2022-08-12","123 m²","127 m²","663 m²","5/5","1","2005","C","3.198 kr.","21.220 kr.","158 dage",NA,"135.000 kr.","14.251 kr.","11.420 kr.",NA,NA,NA,NA,NA
"1065","5500 Middelfart","2022-08-12","105 m²","109 m²","3.500 m²","4/4","3","1879","G","1.832 kr.","9.128 kr.","136 dage",NA,"50.000 kr.","4.863 kr.","3.988 kr.",NA,"7 m²",NA,NA,NA
"1066","5500 Middelfart","2022-08-12","111 m²","144 m²","621 m²","5/5","3","1930","C","2.328 kr.","17.326 kr.","123 dage",NA,"125.000 kr.","13.240 kr.","10.611 kr.","1998","61 m²",NA,NA,NA
"1067","5500 Middelfart","2022-08-12","97 m²","120 m²","497 m²","4/4","3","1935","D","1.757 kr.","18.125 kr.","134 dage","Vis historik","110.000 kr.","10.540 kr.","8.647 kr.",NA,"61 m²",NA,NA,NA
"1068","5500 Middelfart","2022-08-12","149 m²","180 m²","763 m²","5/5","2","1966","D","2.198 kr.","10.528 kr.","177 dage",NA,"95.000 kr.","9.395 kr.","7.709 kr.","1975","43 m²",NA,NA,NA
"1069","5500 Middelfart","2022-08-12","164 m²","175 m²","909 m²","5/4","1","2012","A2010","2.389 kr.","20.543 kr.","88 dage",NA,"180.000 kr.","19.546 kr.","15.679 kr.",NA,NA,NA,NA,NA
"1070","5500 Middelfart","2022-08-12","121 m²","181 m²","1.013 m²","4/4","2","1972","D","1.956 kr.","11.022 kr.","87 dage",NA,"100.000 kr.","10.589 kr.","8.486 kr.",NA,"121 m²",NA,NA,NA
"1071","5500 Middelfart","2022-08-12","175 m²","209 m²","700 m²","7/6","3","1972","C","2.274 kr.","8.110 kr.","175 dage",NA,"85.000 kr.","8.948 kr.","7.170 kr.","2003","94 m²",NA,NA,NA
"1072","5500 Middelfart","2022-08-12","85 m²","87 m²","1.660 m²","3/2","1","1937","F","1.378 kr.","34.425 kr.","129 dage",NA,"150.000 kr.","15.969 kr.","12.807 kr.","2001",NA,NA,NA,NA
"1073","5500 Middelfart","2022-08-12","260 m²","315 m²","1.513 m²","8/6","3","1917","C","7.026 kr.","50.635 kr.","134 dage","Vis historik","800.000 kr.","83.899 kr.","67.241 kr.","1952","125 m²",NA,NA,NA
"1074","5500 Middelfart","2022-08-12","116 m²","139 m²","1.187 m²","5/5","3","1955","C","2.093 kr.","13.633 kr.","101 dage",NA,"95.000 kr.","10.075 kr.","8.079 kr.",NA,"66 m²",NA,NA,NA
"1075","5500 Middelfart","2022-08-12","127 m²","143 m²","701 m²","4/2","2","1966","E","2.486 kr.","11.154 kr.","104 dage",NA,"80.000 kr.","9.203 kr.","7.241 kr.","1976","39 m²",NA,NA,NA
"1076","5500 Middelfart","2022-08-12","179 m²","190 m²","887 m²","6/6","1","2000","C","3.416 kr.","17.632 kr.","205 dage",NA,"170.000 kr.","17.677 kr.","14.177 kr.",NA,NA,NA,NA,NA
"1077","5500 Middelfart","2022-08-12","107 m²","105 m²","106 m²","3/2","2","1900","D","1.617 kr.","19.000 kr.","283 dage",NA,"100.000 kr.","10.557 kr.","8.460 kr.","1967",NA,NA,NA,NA
"1078","5500 Middelfart","2022-08-12","156 m²","165 m²","758 m²","5/5","1","2007","B",NA,NA,NA,"Vis historik","145.000 kr.","15.356 kr.","12.306 kr.",NA,NA,NA,NA,NA
"1079","5500 Middelfart","2022-08-12","176 m²","187 m²","742 m²","6/5","1","1979","D","2.357 kr.","18.690 kr.","542 dage",NA,"175.000 kr.","18.543 kr.","14.860 kr.",NA,"33 m²",NA,NA,NA
"1080","5500 Middelfart","2022-08-12","94 m²","121 m²","486 m²","2/1","3","1933","D","1.796 kr.","16.488 kr.","112 dage",NA,"100.000 kr.","10.519 kr.","8.429 kr.",NA,"58 m²",NA,NA,NA
"1081","5500 Middelfart","2022-08-12","138 m²","159 m²","828 m²","3/2","3","1929","D","1.701 kr.","15.063 kr.","88 dage","Vis historik","120.000 kr.","12.613 kr.","10.108 kr.","1975","45 m²",NA,NA,NA
"1082","5500 Middelfart","2022-08-12","151 m²","153 m²","834 m²","5/3","1","1988","C","2.934 kr.","15.673 kr.","123 dage",NA,"120.000 kr.","13.213 kr.","10.598 kr.","1998",NA,NA,NA,NA
"1083","5500 Middelfart","2022-08-12","106 m²","114 m²","1.085 m²","4/4","1","1976","C","2.029 kr.","13.114 kr.","143 dage",NA,"75.000 kr.","8.685 kr.","6.834 kr.",NA,NA,NA,NA,NA
"1084","5642 Millinge","2022-08-12","295 m²","230 m²","804 m²","8/6","1","1911","F","1.400 kr.","5.435 kr.","101 dage",NA,"65.000 kr.","6.658 kr.","5.313 kr.","1981","110 m²",NA,NA,NA
"1085","5642 Millinge","2022-08-12","123 m²","145 m²","1.380 m²","4/3","3","1935","E","2.067 kr.","6.552 kr.","147 dage",NA,"50.000 kr.","5.033 kr.","4.016 kr.","1989","20 m²",NA,NA,NA
